Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
"#BO:CW Colt XM177E1 Commando ""XM4""								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_tail_npc			skye_ports\t5_spas12\fire\wpn_t5_spas12_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_tail_npc			skye_ports\t5_spas12\fire\wpn_t5_spas12_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_tail_npc			skye_ports\t5_spas12\fire\wpn_t5_spas12_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_tail_npc			skye_ports\t5_spas12\fire\wpn_t5_spas12_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_tail_npc			skye_ports\t5_spas12\fire\wpn_t5_spas12_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_pap_flux_plr			skye_ports\t9_gallosa12\fire\wpn_t9_gallosa12_pap_flux.wav			wpn_t9_pap_shot_plr		wpn_t9_gallosa12_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_pap_flux_npc			skye_ports\t9_gallosa12\fire\wpn_t9_gallosa12_pap_flux.wav			wpn_t9_pap_shot_npc		wpn_t9_gallosa12_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_first_raise_bolt_back			skye_ports\t5_spas12\foley\wpn_t5_spas12_pump_back.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_first_raise_bolt_forward			skye_ports\t5_spas12\foley\wpn_t5_spas12_pump_forward.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_inspect_part1			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_inspect_part1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_inspect_part2			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_inspect_part2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_inspect_part3			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_inspect_part3.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_pre_shell_in			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_pre_shell_in1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_pre_shell_in			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_pre_shell_in2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_pre_shell_in			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_pre_shell_in3.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_reload_in			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_reload_in1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_reload_in			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_reload_in2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_reload_out			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_reload_out1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_reload_out			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_reload_out2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_shell_in			skye_ports\t5_spas12\foley\wpn_t5_spas12_shell_in1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_shell_in			skye_ports\t5_spas12\foley\wpn_t5_spas12_shell_in2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_shell_in			skye_ports\t5_spas12\foley\wpn_t5_spas12_shell_in3.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_shell_in			skye_ports\t5_spas12\foley\wpn_t5_spas12_shell_in4.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_shell_in			skye_ports\t5_spas12\foley\wpn_t5_spas12_shell_in5.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_shell_in			skye_ports\t5_spas12\foley\wpn_t5_spas12_shell_in6.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_gallosa12_start			skye_ports\t9_gallosa12\foley\wpn_t9_gallosa12_start.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#BO:CW Accuracy International PM/AW hybrid ""LW3 - Tundra""								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_plr			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_shot.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_shot_low_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_npc			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_shot.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_shot_low_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_pap_shot_plr			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_shot.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_pap_shot_npc			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_shot.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low1.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low2.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low3.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low4.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low5.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low6.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low1.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low2.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low3.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low4.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low5.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_shot_low_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_shot_low6.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech1.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech2.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech3.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech4.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech5.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech6.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech1.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech2.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech3.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech4.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech5.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_mech_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_mech6.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_sub_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_sub.wav			wpn_t9_shot_plr		wpn_t9_lw3tundra_tail_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_sub_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_sub.wav			wpn_t9_shot_npc		wpn_t9_lw3tundra_tail_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_plr			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail1.wav			wpn_t9_reverb_ext_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_plr			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail2.wav			wpn_t9_reverb_ext_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_npc			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail1.wav			wpn_t9_reverb_ext_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_npc			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail2.wav			wpn_t9_reverb_ext_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_plr			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail1.wav			wpn_t9_reverb_int_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_plr			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail2.wav			wpn_t9_reverb_int_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_npc			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail1.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_tail_npc			skye_ports\t5_l96a1\fire\wpn_t5_l96a1_tail2.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_pap_flux_plr			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_pap_flux.wav			wpn_t9_pap_shot_plr		wpn_t9_lw3tundra_shot_low_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_pap_flux_npc			skye_ports\t9_lw3tundra\fire\wpn_t9_lw3tundra_pap_flux.wav			wpn_t9_pap_shot_npc		wpn_t9_lw3tundra_shot_low_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_bolt_back			skye_ports\t5_l96a1\foley\wpn_t5_l96a1_bolt_up.wav			wpn_t9_reload_plr		wpn_t5_l96a1_bolt_back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_bolt_forward			skye_ports\t5_l96a1\foley\wpn_t5_l96a1_bolt_forward.wav			wpn_t9_reload_plr		wpn_t5_l96a1_bolt_down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_lw3tundra_first_raise_bolt_forward			skye_ports\t5_l96a1\foley\wpn_t5_l96a1_bolt_forward.wav			wpn_t9_reload_plr		wpn_t5_l96a1_bolt_down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
